      year,  location,    lowest,   2nd_low,    median,  2nd_high,   highest,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15
  4.00,E07000166,    0.999,    1.027,    1.415,    2.235,    2.249,    1.460,    1.156,    1.218,    1.395,    1.644,    1.415,    1.027,    1.649,    1.627,    1.410,    2.249,    1.223,    2.093,    2.235,    0.999
  0.61,E07000167,    0.018,    0.018,    0.018,    0.018,    0.018,    0.018,    0.018,    0.018,    0.018,    0.018,    0.018,    0.018,    0.018,    0.018,    0.018,    0.018,    0.018,    0.018,    0.018,    0.018
  1.00,E07000167,    0.039,    0.039,    0.061,    0.089,    0.095,    0.059,    0.066,    0.059,    0.067,    0.068,    0.095,    0.046,    0.062,    0.039,    0.041,    0.087,    0.048,    0.089,    0.061,    0.039
  1.25,E07000167,    0.069,    0.095,    0.151,    0.229,    0.241,    0.152,    0.170,    0.134,    0.176,    0.204,    0.241,    0.151,    0.139,    0.113,    0.116,    0.225,    0.095,    0.229,    0.146,    0.069
  1.50,E07000167,    0.124,    0.140,    0.261,    0.370,    0.449,    0.261,    0.193,    0.183,    0.197,    0.370,    0.352,    0.222,    0.277,    0.140,    0.302,    0.333,    0.169,    0.449,    0.275,    0.124
  1.75,E07000167,    0.167,    0.191,    0.390,    0.537,    0.682,    0.418,    0.390,    0.314,    0.374,    0.431,    0.530,    0.286,    0.429,    0.280,    0.363,    0.537,    0.191,    0.682,    0.414,    0.167
  2.00,E07000167,    0.188,    0.247,    0.469,    0.652,    0.886,    0.486,    0.469,    0.378,    0.456,    0.528,    0.577,    0.306,    0.507,    0.348,    0.417,    0.652,    0.247,    0.886,    0.513,    0.188
  2.25,E07000167,    0.221,    0.350,    0.571,    0.674,    1.044,    0.592,    0.504,    0.416,    0.571,    0.607,    0.586,    0.358,    0.610,    0.438,    0.500,    0.674,    0.350,    1.044,    0.617,    0.221
  2.50,E07000167,    0.422,    0.423,    0.682,    0.865,    1.280,    0.781,    0.581,    0.543,    0.682,    0.832,    0.659,    0.422,    0.865,    0.564,    0.695,    0.864,    0.562,    1.280,    0.846,    0.423
  2.75,E07000167,    0.597,    0.623,    0.847,    1.176,    1.565,    0.958,    0.741,    0.745,    0.847,    1.107,    0.792,    0.623,    1.176,    0.752,    0.934,    1.097,    0.732,    1.565,    1.019,    0.597
  3.00,E07000167,    0.778,    0.871,    1.145,    1.577,    2.005,    1.327,    0.991,    0.936,    0.996,    1.465,    1.145,    0.895,    1.430,    0.871,    1.274,    1.521,    1.069,    2.005,    1.577,    0.778
  3.25,E07000167,    0.935,    1.096,    1.403,    1.911,    2.287,    1.643,    1.382,    1.332,    1.382,    1.638,    1.428,    1.096,    1.674,    1.376,    1.403,    1.883,    1.218,    2.287,    1.911,    0.935
  3.50,E07000167,    1.189,    1.253,    1.733,    2.348,    2.531,    1.819,    1.526,    1.507,    1.649,    1.964,    1.615,    1.253,    2.004,    1.733,    1.756,    2.348,    1.487,    2.531,    2.345,    1.189
  3.75,E07000167,    1.393,    1.538,    2.018,    2.886,    2.908,    2.127,    1.795,    1.730,    1.839,    2.323,    2.018,    1.538,    2.285,    2.022,    1.921,    2.908,    1.652,    2.886,    2.833,    1.393
  4.00,E07000167,    1.746,    1.824,    2.341,    3.258,    3.441,    2.341,    2.081,    2.169,    2.300,    2.675,    2.239,    1.746,    2.664,    2.490,    2.365,    3.441,    2.169,    3.258,    3.217,    1.824
  0.61,E07000168,    0.008,    0.008,    0.008,    0.008,    0.008,    0.008,    0.008,    0.008,    0.008,    0.008,    0.008,    0.008,    0.008,    0.008,    0.008,    0.008,    0.008,    0.008,    0.008,    0.008
  1.00,E07000168,    0.018,    0.018,    0.024,    0.028,    0.034,    0.018,    0.026,    0.018,    0.026,    0.026,    0.034,    0.026,    0.019,    0.018,    0.018,    0.024,    0.023,    0.028,    0.024,    0.018
  1.25,E07000168,    0.031,    0.053,    0.099,    0.130,    0.142,    0.068,    0.104,    0.058,    0.105,    0.123,    0.142,    0.107,    0.072,    0.053,    0.066,    0.125,    0.053,    0.130,    0.099,    0.031
  1.50,E07000168,    0.031,    0.067,    0.113,    0.185,    0.190,    0.091,    0.113,    0.082,    0.114,    0.185,    0.159,    0.130,    0.117,    0.067,    0.088,    0.151,    0.073,    0.190,    0.113,    0.031
  1.75,E07000168,    0.047,    0.073,    0.161,    0.213,    0.329,    0.142,    0.176,    0.118,    0.178,    0.185,    0.206,    0.146,    0.163,    0.084,    0.092,    0.213,    0.073,    0.329,    0.161,    0.047
  2.00,E07000168,    0.048,    0.098,    0.176,    0.241,    0.390,    0.171,    0.176,    0.128,    0.181,    0.223,    0.219,    0.146,    0.196,    0.098,    0.115,    0.241,    0.102,    0.390,    0.205,    0.048
  2.25,E07000168,    0.059,    0.125,    0.217,    0.280,    0.523,    0.246,    0.199,    0.157,    0.217,    0.258,    0.239,    0.171,    0.240,    0.125,    0.155,    0.280,    0.138,    0.523,    0.279,    0.059
  2.50,E07000168,    0.194,    0.201,    0.284,    0.441,    0.662,    0.374,    0.226,    0.212,    0.259,    0.412,    0.270,    0.234,    0.441,    0.201,    0.284,    0.379,    0.347,    0.662,    0.430,    0.194
  2.75,E07000168,    0.265,    0.354,    0.436,    0.626,    0.860,    0.521,    0.357,    0.401,    0.371,    0.574,    0.402,    0.375,    0.626,    0.354,    0.453,    0.583,    0.436,    0.860,    0.592,    0.265
  3.00,E07000168,    0.408,    0.481,    0.628,    1.027,    1.182,    0.731,    0.510,    0.513,    0.542,    0.905,    0.604,    0.525,    0.850,    0.481,    0.628,    0.871,    0.628,    1.182,    1.027,    0.408
  3.25,E07000168,    0.485,    0.670,    0.807,    1.355,    1.457,    0.948,    0.793,    0.740,    0.779,    1.067,    0.826,    0.670,    1.106,    0.773,    0.807,    1.173,    0.716,    1.457,    1.355,    0.485
  3.50,E07000168,    0.634,    0.759,    1.089,    1.705,    1.753,    1.125,    0.940,    0.902,    1.099,    1.311,    1.007,    0.759,    1.293,    1.089,    1.050,    1.586,    0.907,    1.705,    1.753,    0.634
  3.75,E07000168,    0.782,    0.950,    1.278,    1.981,    2.130,    1.337,    1.184,    1.067,    1.278,    1.533,    1.257,    0.950,    1.539,    1.278,    1.146,    1.981,    1.013,    1.924,    2.130,    0.782
  4.00,E07000168,    1.043,    1.045,    1.460,    2.367,    2.398,    1.442,    1.384,    1.343,    1.581,    1.880,    1.385,    1.043,    1.724,    1.691,    1.460,    2.398,    1.397,    2.217,    2.367,    1.045
  0.61,E07000169,    0.054,    0.054,    0.054,    0.054,    0.054,    0.054,    0.054,    0.054,    0.054,    0.054,    0.054,    0.054,    0.054,    0.054,    0.054,    0.054,    0.054,    0.054,    0.054,    0.054
  1.00,E07000169,    0.065,    0.076,    0.094,    0.124,    0.144,    0.085,    0.104,    0.086,    0.104,    0.116,    0.144,    0.086,    0.103,    0.077,    0.076,    0.124,    0.078,    0.124,    0.094,    0.065
  1.25,E07000169,    0.090,    0.140,    0.221,    0.299,    0.327,    0.147,    0.233,    0.153,    0.251,    0.285,    0.327,    0.228,    0.216,    0.140,    0.200,    0.299,    0.160,    0.252,    0.221,    0.090
  1.50,E07000169,    0.159,    0.190,    0.336,    0.536,    0.541,    0.330,    0.275,    0.230,    0.310,    0.541,    0.509,    0.336,    0.417,    0.190,    0.425,    0.444,    0.327,    0.536,    0.367,    0.159
  1.75,E07000169,    0.240,    0.383,    0.560,    0.775,    0.798,    0.549,    0.569,    0.419,    0.560,    0.633,    0.775,    0.464,    0.625,    0.383,    0.520,    0.691,    0.396,    0.798,    0.560,    0.240
  2.00,E07000169,    0.279,    0.483,    0.671,    0.850,    1.044,    0.640,    0.671,    0.509,    0.685,    0.768,    0.847,    0.533,    0.757,    0.483,    0.603,    0.850,    0.493,    1.044,    0.689,    0.279
  2.25,E07000169,    0.338,    0.579,    0.787,    0.910,    1.200,    0.787,    0.714,    0.579,    0.867,    0.848,    0.869,    0.624,    0.868,    0.603,    0.709,    0.910,    0.614,    1.200,    0.839,    0.338
  2.50,E07000169,    0.593,    0.724,    0.997,    1.138,    1.485,    1.056,    0.841,    0.726,    0.997,    1.028,    1.005,    0.724,    1.138,    0.726,    0.922,    1.119,    0.821,    1.485,    1.135,    0.593
  2.75,E07000169,    0.819,    0.896,    1.147,    1.451,    1.871,    1.253,    0.952,    0.934,    1.196,    1.362,    1.146,    0.896,    1.451,    0.977,    1.147,    1.384,    1.048,    1.871,    1.344,    0.819
  3.00,E07000169,    1.000,    1.110,    1.467,    1.988,    2.388,    1.618,    1.288,    1.179,    1.287,    1.752,    1.467,    1.192,    1.794,    1.110,    1.527,    1.877,    1.361,    2.388,    1.988,    1.000
  3.25,E07000169,    1.151,    1.354,    1.719,    2.347,    2.701,    1.941,    1.631,    1.601,    1.710,    1.981,    1.770,    1.354,    2.042,    1.719,    1.652,    2.347,    1.523,    2.701,    2.313,    1.151
  3.50,E07000169,    1.463,    1.512,    2.135,    2.999,    3.061,    2.186,    1.922,    1.807,    2.003,    2.309,    2.025,    1.512,    2.459,    2.135,    2.159,    2.999,    1.842,    3.061,    2.800,    1.463
  3.75,E07000169,    1.684,    1.801,    2.437,    3.423,    3.647,    2.547,    2.234,    2.113,    2.282,    2.742,    2.498,    1.801,    2.754,    2.437,    2.277,    3.647,    1.980,    3.423,    3.284,    1.684
  4.00,E07000169,    2.019,    2.208,    2.794,    3.851,    4.139,    2.794,    2.545,    2.642,    2.698,    3.113,    2.724,    2.019,    3.192,    2.978,    2.828,    4.139,    2.572,    3.851,    3.677,    2.208
  0.61,E08000016,    0.065,    0.065,    0.065,    0.065,    0.065,    0.065,    0.065,    0.065,    0.065,    0.065,    0.065,    0.065,    0.065,    0.065,    0.065,    0.065,    0.065,    0.065,    0.065,    0.065
  1.00,E08000016,    0.079,    0.089,    0.111,    0.144,    0.163,    0.119,    0.109,    0.106,    0.111,    0.116,    0.163,    0.102,    0.115,    0.102,    0.079,    0.119,    0.112,    0.144,    0.110,    0.089
  1.25,E08000016,    0.138,    0.184,    0.256,    0.364,    0.384,    0.209,    0.256,    0.187,    0.262,    0.308,    0.384,    0.265,    0.256,    0.197,    0.204,    0.289,    0.184,    0.364,    0.237,    0.138
  1.50,E08000016,    0.219,    0.264,    0.399,    0.596,    0.614,    0.405,    0.300,    0.289,    0.313,    0.596,    0.524,    0.384,    0.454,    0.264,    0.447,    0.428,    0.370,    0.614,    0.399,    0.219
  1.75,E08000016,    0.330,    0.442,    0.599,    0.779,    0.884,    0.599,    0.585,    0.494,    0.603,    0.643,    0.779,    0.538,    0.640,    0.484,    0.497,    0.708,    0.442,    0.884,    0.609,    0.330
  2.00,E08000016,    0.348,    0.499,    0.678,    0.856,    1.162,    0.673,    0.678,    0.560,    0.684,    0.789,    0.856,    0.611,    0.767,    0.582,    0.626,    0.853,    0.499,    1.162,    0.730,    0.348
  2.25,E08000016,    0.416,    0.582,    0.786,    0.917,    1.346,    0.786,    0.696,    0.582,    0.828,    0.892,    0.872,    0.694,    0.917,    0.689,    0.723,    0.907,    0.596,    1.346,    0.883,    0.416
  2.50,E08000016,    0.698,    0.708,    0.960,    1.115,    1.584,    0.971,    0.799,    0.698,    0.967,    1.044,    0.960,    0.784,    1.115,    0.817,    0.862,    1.107,    0.810,    1.584,    1.110,    0.708
  2.75,E08000016,    0.872,    0.893,    1.104,    1.421,    1.802,    1.172,    0.893,    0.872,    1.104,    1.301,    1.044,    0.969,    1.421,    0.989,    1.119,    1.322,    0.969,    1.802,    1.298,    0.900
  3.00,E08000016,    1.026,    1.047,    1.330,    1.911,    2.238,    1.442,    1.132,    1.047,    1.225,    1.587,    1.330,    1.192,    1.578,    1.141,    1.390,    1.704,    1.134,    2.238,    1.911,    1.026
  3.25,E08000016,    1.140,    1.269,    1.608,    2.113,    2.446,    1.608,    1.327,    1.358,    1.617,    1.715,    1.500,    1.271,    1.841,    1.648,    1.436,    2.048,    1.269,    2.446,    2.113,    1.140
  3.50,E08000016,    1.437,    1.441,    1.782,    2.582,    2.736,    1.782,    1.460,    1.437,    1.769,    2.062,    1.714,    1.441,    2.283,    1.997,    1.896,    2.568,    1.620,    2.736,    2.582,    1.465
  3.75,E08000016,    1.651,    1.705,    2.210,    3.146,    3.233,    2.222,    1.823,    1.651,    1.975,    2.477,    2.210,    1.745,    2.510,    2.213,    2.009,    3.233,    1.770,    3.146,    3.064,    1.705
  4.00,E08000016,    1.958,    2.119,    2.501,    3.548,    3.719,    2.430,    2.157,    2.194,    2.501,    2.754,    2.452,    1.958,    2.915,    2.799,    2.505,    3.719,    2.253,    3.548,    3.460,    2.119
  0.61,E08000017,    0.062,    0.062,    0.062,    0.062,    0.062,    0.062,    0.062,    0.062,    0.062,    0.062,    0.062,    0.062,    0.062,    0.062,    0.062,    0.062,    0.062,    0.062,    0.062,    0.062
  1.00,E08000017,    0.091,    0.094,    0.119,    0.164,    0.165,    0.119,    0.114,    0.108,    0.129,    0.130,    0.160,    0.099,    0.128,    0.110,    0.091,    0.165,    0.118,    0.164,    0.124,    0.094
  1.25,E08000017,    0.144,    0.192,    0.258,    0.353,    0.373,    0.220,    0.278,    0.192,    0.308,    0.353,    0.373,    0.258,    0.264,    0.194,    0.213,    0.347,    0.200,    0.336,    0.249,    0.144
  1.50,E08000017,    0.256,    0.266,    0.459,    0.646,    0.672,    0.484,    0.359,    0.310,    0.367,    0.672,    0.584,    0.368,    0.525,    0.266,    0.506,    0.528,    0.455,    0.646,    0.459,    0.256
  1.75,E08000017,    0.393,    0.512,    0.669,    0.875,    0.931,    0.731,    0.669,    0.561,    0.655,    0.777,    0.875,    0.578,    0.768,    0.512,    0.638,    0.809,    0.552,    0.931,    0.689,    0.393
  2.00,E08000017,    0.430,    0.637,    0.826,    1.028,    1.262,    0.828,    0.826,    0.672,    0.812,    0.936,    0.999,    0.658,    0.917,    0.647,    0.754,    1.028,    0.637,    1.262,    0.852,    0.430
  2.25,E08000017,    0.490,    0.722,    0.972,    1.068,    1.438,    0.972,    0.871,    0.727,    0.977,    1.014,    1.024,    0.754,    1.043,    0.757,    0.873,    1.068,    0.722,    1.438,    0.999,    0.490
  2.50,E08000017,    0.730,    0.821,    1.106,    1.296,    1.763,    1.245,    1.003,    0.868,    1.106,    1.129,    1.154,    0.821,    1.268,    0.881,    1.067,    1.296,    0.905,    1.763,    1.266,    0.730
  2.75,E08000017,    0.956,    1.028,    1.289,    1.562,    2.170,    1.438,    1.090,    1.072,    1.272,    1.468,    1.289,    1.028,    1.562,    1.136,    1.300,    1.530,    1.128,    2.170,    1.511,    0.956
  3.00,E08000017,    1.126,    1.279,    1.639,    2.176,    2.717,    1.756,    1.402,    1.325,    1.363,    1.903,    1.639,    1.310,    1.864,    1.279,    1.699,    1.984,    1.387,    2.717,    2.176,    1.126
  3.25,E08000017,    1.247,    1.435,    1.891,    2.476,    2.997,    2.098,    1.787,    1.807,    1.891,    2.187,    1.920,    1.435,    2.168,    1.875,    1.798,    2.476,    1.578,    2.997,    2.447,    1.247
  3.50,E08000017,    1.578,    1.639,    2.273,    3.117,    3.427,    2.412,    2.100,    1.967,    2.186,    2.487,    2.199,    1.639,    2.612,    2.295,    2.273,    3.117,    1.927,    3.427,    3.040,    1.578
  3.75,E08000017,    1.848,    1.929,    2.644,    3.770,    3.823,    2.813,    2.444,    2.297,    2.506,    2.928,    2.696,    1.929,    2.952,    2.644,    2.417,    3.770,    2.107,    3.823,    3.466,    1.848
  4.00,E08000017,    2.170,    2.325,    2.949,    4.262,    4.376,    3.058,    2.788,    2.876,    2.949,    3.350,    2.931,    2.170,    3.442,    3.186,    2.949,    4.376,    2.699,    4.262,    3.959,    2.325
  0.61,E08000018,    0.052,    0.052,    0.052,    0.052,    0.052,    0.052,    0.052,    0.052,    0.052,    0.052,    0.052,    0.052,    0.052,    0.052,    0.052,    0.052,    0.052,    0.052,    0.052,    0.052
  1.00,E08000018,    0.079,    0.090,    0.111,    0.146,    0.158,    0.113,    0.111,    0.102,    0.114,    0.118,    0.158,    0.098,    0.118,    0.096,    0.079,    0.130,    0.103,    0.146,    0.101,    0.090
  1.25,E08000018,    0.134,    0.175,    0.254,    0.357,    0.385,    0.200,    0.254,    0.175,    0.271,    0.322,    0.385,    0.263,    0.260,    0.194,    0.194,    0.313,    0.178,    0.357,    0.222,    0.134
  1.50,E08000018,    0.226,    0.275,    0.412,    0.611,    0.626,    0.430,    0.318,    0.296,    0.334,    0.626,    0.550,    0.396,    0.492,    0.275,    0.467,    0.468,    0.393,    0.611,    0.412,    0.226
  1.75,E08000018,    0.338,    0.466,    0.628,    0.808,    0.893,    0.635,    0.605,    0.513,    0.629,    0.684,    0.808,    0.551,    0.689,    0.497,    0.527,    0.748,    0.466,    0.893,    0.628,    0.338
  2.00,E08000018,    0.360,    0.538,    0.707,    0.924,    1.184,    0.707,    0.699,    0.585,    0.735,    0.836,    0.894,    0.608,    0.819,    0.612,    0.655,    0.924,    0.538,    1.184,    0.766,    0.360
  2.25,E08000018,    0.421,    0.624,    0.833,    0.981,    1.367,    0.833,    0.728,    0.624,    0.909,    0.931,    0.910,    0.701,    0.962,    0.732,    0.747,    0.981,    0.629,    1.367,    0.917,    0.421
  2.50,E08000018,    0.706,    0.726,    0.994,    1.188,    1.601,    1.022,    0.821,    0.726,    1.046,    1.062,    0.994,    0.788,    1.174,    0.856,    0.894,    1.188,    0.838,    1.601,    1.146,    0.706
  2.75,E08000018,    0.903,    0.920,    1.130,    1.446,    1.891,    1.255,    0.920,    0.934,    1.186,    1.322,    1.100,    0.955,    1.446,    1.028,    1.130,    1.392,    1.019,    1.891,    1.332,    0.903
  3.00,E08000018,    1.037,    1.097,    1.370,    1.965,    2.375,    1.506,    1.169,    1.097,    1.294,    1.629,    1.370,    1.150,    1.607,    1.187,    1.402,    1.822,    1.183,    2.375,    1.965,    1.037
  3.25,E08000018,    1.162,    1.251,    1.706,    2.209,    2.603,    1.715,    1.408,    1.424,    1.706,    1.808,    1.552,    1.251,    1.897,    1.708,    1.477,    2.209,    1.328,    2.603,    2.183,    1.162
